Review_ID,Movie_Title,Source,Reviewer,Review_Date,Rating,Review_Title,Review_Text,Review_Length,Helpful_Votes_Up,Helpful_Votes_Down,Spoiler_Flag
imdb_the_rapture_glenmatisse_20200629,The Rapture,IMDb,glenmatisse,2020-06-29,8,Wow!,"Woah! Rarely does a movie leave me speechless, but The Rapture did just that. It has a lot to say about religion, cults, and the search for meaning in our lives. I definitely don't envy the marketing team who had to try and find a way to advertise this movie to the masses. It defies description or genre altogether. Mimi Rogers is fantastic in the lead role of a woman who's desperately searching for meaning in her life and turns to religion to find it, leading her down a very dark and scary road.",94,8,0,False
imdb_the_rapture_moonspinner55_20060701,The Rapture,IMDb,moonspinner55,2006-07-01,6,"Intriguing, bizarre, fascinating film leaves you with much to consider...","A telephone operator, bored with her job and living a night-life full of wild escapades, finds Jesus, gets married and settles down, but that's just the beginning of her story. Writer-director Michael Tolkin has been both praised and criticized for this portrait of a Born Again Christian; while the movie does contain religious elements, it's not quite Fundamentalist propaganda (neither pro nor con, it stays squarely in the middle, and is sometimes more satire than drama). Much of its overall effect rests on actress Mimi Rogers' shoulders, and her lead performance is nothing short of amazing. Hurt by a limited budget and some sloppy editing which causes confusion at critical points in the story, the film isn't a major success yet it does provide for thoughtful discussion and debate, and it gives Rogers the acting role of her career. **1/2 from ****",142,5,3,False
imdb_the_rapture_kimberly_ann_20080322,The Rapture,IMDb,kimberly_ann,2008-03-22,2,NULL,"It had all the potential, but ultimately a disappointing",9,13,15,False
imdb_the_rapture_huntinpeck80_20230818,The Rapture,IMDb,HuntinPeck80,2023-08-18,7,Low budget movie that takes faith and judgment seriously,"Another review of mine that mysteriously vanished. Should I suspect the presence of the Evil One? Most likely a priggish computer program. But what could I have said that offended the artifically intelligent arbiter of human acceptability? Never mind. Try again. An interesting idea, this movie, with a standout performance by Mimi Rogers (the little girl who plays her daughter impresses also). A bored telephone operator with a lascivious nightlife decides to change her ways when she becomes convinced the end is nigh. Her decisions ultimately lead to tragedy. This was a low budget movie and consequently it can't manage much by way of special effects. I'm sure Roger Ebert, in his review, said that we get to see Heaven. I sure didn't see anything. Ultimately, as with the writer's later film, The New Age, the ending is a tiny bit of a letdown. Rogers' character ends on a note of sullen petulance, nothing to compare with the heroic defiance of a Don Giovanni or a Manfred, or in that movie Quills, the Marquis de Sade. But it's a fine performance up till the final scene, one well worth checking out for anyone wanting to appreciate a formidable adult female taking her destiny in her hands. All the men are side characters in this movie, something that I'm sure will appeal to a certain portion of the viewing public. Early David Duchovny movie.",233,3,1,True
imdb_the_rapture_kinglet_20050208,The Rapture,IMDb,kinglet,2005-02-08,9,The pride of perfect conviction,"Several of the cast members of this movie have noted that the budget pretty much ran out near the end. Fortunately by then you are so fascinated to find out how it will all end the shortcuts are easy to ignore. This is one you remember. There's a certain type of convert - to religion, politics, you name it - who is so sure of him or herself they just can't ever stop and question whether they've substituted an arrogant certainty where faith and humility should reside. Seldom is this zealotry depicted in film, and if it is usually some secondary character wears the label, all the better to comment on or contrast with the actions of the main characters. Here that character is front and center. The sin of pride born of absolute certainty is Mimi Rogers real co-star. Rogers is so effective here because her zealotry is low-key. She is soft spoken and serene, a lovely woman. Only gradually do we see how deep rooted is her need to understand God in her own way and how convinced she is that she's doing it absolutely the right way. Movies never, ever take a certain type of religious conversion all the way to such a logical conclusion. For me, that's what makes this movie such a stunner. I've always been sorry this film never got it's due in the theatrical release, but the subject matter, coming after an opening act glimpse of Rogers' empty sexual adventuring, probably made it a double whammy for timid theater owners. If it were released next week somehow I don't think it would be nearly as ignored as it was. I only made an effort to see it because Roger Ebert paid it some special attention in his review, and I'm glad I did. This movie needs a DVD release, because it definitely is an overlooked and memorable film that should prompt many a conversation about worthwhile matters of the spirit. As I write this there is a certain amount of criticism of Clint Eastwood's ""Million Dollar Baby"" coming from various corners, including one film critic who claims that Hollywood dislikes religion. ""The Rapture"" seems to me a perfect example of a movie designed to start useful discussions about what it means to be outwardly ""religious"" in an ""us vs. them"" mindset rather than truly, inclusively spiritual. I don't recall any public commentary about this movie when it came out at all, yet I'd say it is far more the provocative of the two.",420,59,21,False
imdb_the_rapture_gavin6942_20160501,The Rapture,IMDb,gavin6942,2016-05-01,7,"A Strange Film, What Does It All mean?","A telephone operator (Mimi Rogers) living an empty, amoral life finds God and loses him again. Director Tolkin noted that Rogers' Scientology beliefs played no bearing on her casting: ""Mimi's background in Scientology played no role in my casting her, nor did I see it as a problem — we never even discussed it."" Rogers added that ""my own religious views didn't affect my approach to the picture at all."" Although in another interview, she noted that the role was easier by way of not having a traditional view of Jesus: ""I don't, for example, have a Jesus Christ definition of God ... and I have no views on heaven or hell. To me they're alien concepts. If I were a practicing Christian or a Jew, with all the hang-ups of those religions, I don't think I could have done Sharon justice."" This film is fascinating, and Rogers' views do add something to the picture, whether intentional or not. hat about Duchovny? I was introduced to this film around 2000 or 2001 in the context of it being a horror film. And, you know, it is not a horror film, but does seem to have some of those elements -- there is a sense of dread about making the wrong choices. Take pride in yourself? Give in to God? Risk an eternal damnation? And now (2016) I have a philosophy background, which makes the film interesting in new ways. Nothing about it is terribly deep, but it does realistically cover the issues of religion, particularly atheism versus Christianity. What would make an atheist convert, and why would they want to? Likewise, what is the root of Christian belief; as Sharon points out, there are many religions who seem to be just fine with Jesus... so why this particular faith?",299,1,0,False
imdb_the_rapture_sftblr1_20060818,The Rapture,IMDb,sftblr1,2006-08-18,1,Are you kidding me,"I don't know how anyone could possibly think this was a good movie. The acting was terrible, the plot was worse than the acting and the subject was a joke. People are as over zealous about their beliefs as the title character, but to make a ""B"" movie about it is ludicrous. Can anyone honestly tell me what the point of this film was? To explain the workings of God? Whatever. To explain how crazy people can be when it comes to their religious beliefs, OK...but still the worst movie I have ever seem. Anyone who thinks this movie was well written or acted, seriously needs to get out more often.",111,16,23,False
imdb_the_rapture_hippiedj_20001225,The Rapture,IMDb,hippiedj,2000-12-25,10,"A very important film, tense and extremely original","Before my praises for The Rapture, first a scolding at New Line Cinema. SHAME, SHAME, SHAME on you for marketing the home video of this very important film as if it were a soft-core sex romp. The original artwork for the film captured its essence very well (the soundtrack on CD has the original artwork), but the VHS video box cover on the front shows Mimi Rogers looking like she had the biggest...well, you know...sexual thrill of her life. The back cover shows a shirtless David Duchovny (but with a look on his face like a deer caught in the headlights). The cover says ""exploring a woman's sexual and spiritual awakening."" Excuse me, but Mimi Rogers' character seems to already be well educated in sex by revealing that she likes to swing with friend Patrick Bauchau. Sure, there is some sex in the first part of the film, but the story as a whole is 95% about the spiritual part. I'd love to yell at the person who got the job of marketing that cover and say how it really is an insult to people's intelligence in general. The Current DVD cover unfortunately makes it look like a religious family film...a big mistake. Should have kept the original artwork (again, see the soundtrack CD cover for that). NOW, for the praise. The Rapture is one of those rare films that refuses to compromise and doesn't apologize if it offends one's religious beliefs. Mimi Rogers is a telephone operator with a very unremarkable life. Even her sexual experiences with her friend seem to be boring her. She eventually overhears co-workers talking about ""The Boy"" and she is intrigued by the secrecy surrounding him. She eventually gets involved with this religious group and as time passes, gets married, has a daughter, and continues her religious life. Then things get a bit....bizarre. It leads to a conclusion that may anger those who are devout and get a a lot of respect from those that feel there are many things we just shouldn't settle for in our existence. I'm not an Academy Award nut, but the fact that Mimi Rogers was overlooked for a nomination is ""sacrilege""...excuse me, but in reviewing something like this film some puns are inevitable! The one scene that most everyone I know refers to specifically is the one where Mimi confesses a crime to policeman Will Patton on the side of a road. Watching her emotional pain as she cries out how she can't love God anymore tears me up every time I see it, and it leaves you in a weakened state for the rest of the film. And the rest of the film will have you in a state of amazement right through to its fade. I was so impressed by the uncompromising conclusion and while some may feel that maybe Mimi didn't really win in the end, I feel she did. I too want to know why people think God solely has us here to worship, worship, worship -- at one point Mimi even asks co-workers ""Isn't that a bit selfish?"" While we don't get the answers we seek in this film, at least it challenges our minds and gets us talking. I can't recall any other film that has an effect to such an extent as The Rapture. Whether you are very serious in your religious beliefs or are open to all sides of discussion, The Rapture will unnerve, exhilarate, and leave you truly touched in some way.",583,28,10,False
imdb_the_rapture_tamin8r_20060409,The Rapture,IMDb,tamin8r,2006-04-09,1,A Very Bad Movie,"Wow. I cannot believe what I am reading here. I could never have expected such an amount of serious exposition for such a rotten film. I honestly thought that religious folks would find it insulting. This is a classic bad movie - a laugher worthy of having friends over. A cult film about cult mentality and nothing more. The acting is terrible, the situations are outrageously unbelievable and it looks bad. It's fun to see talented actors we recognize reading stilted, embarrassing dialogue, but you can't really take any of it seriously, can you? And Rogers' wild-eyed yet vacuous character is disturbingly hilarious, but sensitive and moving?? Yeesh.",108,16,23,False
imdb_the_rapture_zombiecigaretjim_20240821,The Rapture,IMDb,ZombieCigaretJim,2024-08-21,10,"Operator 134, what city please?","I've watched this film many times and it never loses its impact and never ceases to amaze. The pacing is absolutely perfect in the way it builds dread. It also manages to not feel dated, since the locations and scenarios always feel a bit surreal and never seem to be attempting to convey ""hey, this is 199x"". Mimi Rogers' performance as Sharon is the best I've ever seen her. David Duchovny does well in a role that I think was supposed to be played fairly low-key. Other supporting cast members -- particularly Patrick Bachau, James LeGros, and Will Patton -- shine in key moments. Finally, without getting into spoilers, what is most important to me is that the viewer can interpret the events of the film however they want... but for me it is 100% more scary and effective to accept that everything occurs exactly as Sharon witnesses it.",149,3,0,False
imdb_the_rapture_rzajac_20180822,The Rapture,IMDb,rzajac,2018-08-22,7,"Lovely production, but kinda... stuck","First of all, it's a great production. So much loving attention to detail in the writing and professionalism in the execution. Which means we can get down to the message. It's a strange mess, and my impulse is to see it in the same terms that I now see the gulf between U.S. evangelical ""believers"" and ""new"" atheists. And, to me, that's water way, way, long under the bridge. I can't see that the territory this flick explores is universal or timeless. A lot of this kind of religion--where belief and faith are rather conflated--is a sad waste of energy. The way true religion should be approached by folks looks *nothing* like *anything* in this flick. And it doesn't matter whether you see the flick as strangely accommodating evangelical ""faith"", or as an outright repudiation of this sort of experience as ultimately hollow. There is so, so much more to what faith can mean in a person's life than anything that this flick may be trying to aim at. So, to me, the flick seems sorta ""stuck"", in a general way, in that old place where belief and faith get lumped together... man, that's old news! Side note, tacked on: Loved Will Patton's character. It reminds me of the feeling I got watching the redemptive, angelic civic functionaries in Greg Marcks's ""11:14"". Now *that* is a lovely image in a narrative product: The image of a person whose heart is pure and whose need to serve/give is plainly evident. Can't get enough of that!",254,2,2,False
imdb_the_rapture_pastoredward_1_20070102,The Rapture,IMDb,pastoredward-1,2007-01-02,1,disturbing,"This movie had the potential to present the Bible, at least in a neutral manner, but succeeds only in demeaning Christians and making them out to be crazy, or cultists. I do appreciate the message that God will accept anyone who repents, but I wish there had been more example of Christians who are not demented. The movie does have some redeeming qualities, but they tend to be lost in the general destructiveness of the material. Mimi Rogers gave a grand performance as did David Decovney, but I spent the entire movie wondering if it was coming from a Christian perspective, or if it was just an ill conceved thriller, and in the end that question was not answered. In the beginning, I looked beyond the Christian cliché', to the possibilities.",131,11,14,False
imdb_the_rapture_snoopystyle_20170310,The Rapture,IMDb,SnoopyStyle,2017-03-10,6,intriguing journey,"By day, Sharon (Mimi Rogers) works in a cubicle as a telephone operator. By night, she has sexual escapades with Vic and other partners. Some at work have dreams of a pearl. They follow a boy as born-again Christians. Sharon is tired of her empty life and starts pursuing the group. She convinces artist Randy (David Duchovny) to join. The boy claims the rapture is coming in 5 or 6 years. Six years later, Sharon is married to Randy with daughter Mary. Randy is killed in a workplace mass murder. Following the boy's words, Sharon takes Mary to the desert to await for the rapture. Deputy Foster (Will Patton) is concerned about the mother daughter alone in the desert. It's an intriguing journey. Mimi's reserved coolness does prevent a more epic emotional journey. I don't really find her life before that horrible. It's less than satisfying and that could be an interesting start. I keep imagining other actresses would give the character bigger emotions. Nevertheless, this journey is worth the watch.",171,2,3,False
imdb_the_rapture_robb_772_20060429,The Rapture,IMDb,robb_772,2006-04-29,10,Unusual and thought-provoking; everything a great movie should be,"One of the last truly great independent movies, director Michael Tolkin takes a probing look at the rewards and tests that come with committing yourself to organized religion. This is a film that does not cheat or take the easy way out when dealing with this sensitive subject matter. Tolkin paints a believable portrait of a woman's newfound faith, as well as effectively challenging viewers to question their own spiritual beliefs. This is a film that asks hard questions and refuses to provide easy answers; it simply allows us to share the pain, confusion, and angry of it's heroine in a unrelenting and unsentimental manner. The cast is flawless. Mimi Rogers is terrific as the woman whose immense faith gives her a purpose, but she ultimately feels that it costs her too much. A pre-""X-files"" David Duchovny brings depth to the potentially-thankless role of the former thug that Rogers becomes determined to save, a role that is fleshed out immeasurably by Duchovny's disarming matter-of-fact portrayal. The delightfully smarmy Patrick Bauchau is hilariously smug as Rogers' fellow swinger, while fresh-faced child actress Kimberly Cullum handles several extremely difficult, emotionally-heavy scenes with a deft authority that betrays her tender age. The film makes the unusual transition from gritty character study to full-throttle apocalypse fantasy, but Tolkin manages to keep everything feeling realistic and believable. The film contains an array of discrete-yet-stimulating optical effects and scene compositions, all of which enhance the human story instead of distracting from it. Praised by open-minded critics and audiences, but shunned by many conservative types, THE RAPTURE is a moving and thought-provoking experience that manages to be dark, humorous, touching, and disturbing. It has a sort of brilliance that we see too little of in the film-world today.",291,6,2,False
imdb_the_rapture_danstheman_1_20050624,The Rapture,IMDb,danstheman-1,2005-06-24,7,"interesting, powerful ending","I found this to be a very captivating movie. It started off slow, and had a very powerful ending. This isn't exactly a spoiler, but the ending is seriously messed up, and left the distinct impression that god is a complete a**hole. My perspective as an atheist is probably very different than those of religious people, I'd be very curious how they would react, I'd imagine they wouldn't like the message very much. I'm actually not sure exactly what that message is, and I'm very curious. If you like happy endings, or you're a Christian who doesn't like their beliefs challenged, then you probably won't like this movie, but otherwise, I'd say it's definitely worth watching.",116,3,7,True
imdb_the_rapture_azindn_20080311,The Rapture,IMDb,AZINDN,2008-03-11,1,Opiate for the Messes,"Some may find the cursory examination of Christian belief an over-riding message in this 1991 film by Michael Tolkin, but if one can put aside the discussions over whether god exists or not, it is an hysterical comedy, in that indie self-important message movie way. Starring Mimi Rogers as Sharon, in a film her ex-TC would have no doubt prevented her from doing back in their day, Rogers' character is the stereotypical information operator by day/swinger sin-sister by night. The extreme binary of her character makes for hysterical lines when she decides to convert to a cultish Christianity based on the notion of prophesy. With David Duchovny in an early semi-naked role as the firm, young, stud whom Rogers cavorts and later marries, and Will Patton as a sheriff who encounters the demented Sharon who has followed her faith into the wilderness, the male balance to this film is one of flesh and reason made secondary to literal interpretation of scripture in vacuous gestures of uncritical blind faith without rationale. Frankly, other films have addressed questions of faith and belief in more sophisticated ways than the heavy-handed approach of The Rapture, and it is far more satisfying to compare those with this attempt. While Rogers is lauded for this performance, it is a complex character but the actress interpretation is shallow and so pulled back that it makes for an uneven and superficial read, however, I think this is more the fault of the director than the actress. On first viewing, I thought this film was intriguing, but after several viewings in the interim years, it becomes more laughable and comedic than worthy of intense reflection or serious attention.",279,8,10,False
imdb_the_rapture_paulbenjamin_20040529,The Rapture,IMDb,paulbenjamin,2004-05-29,10,One-of-a-kind film with an unforgettable ending...,"Of all topics touched on in modern film, religious faith and spiritual experience is rarely examined. Those rare instances where it is, it is usually handled in a dogmatic way, either to promote a particular brand of religion (i.e. the Billy Graham evangelistic movies or Mel Gibson's brutal Passion of the Christ) or sometimes to ridicule or parody it (The Life of Brian, But I'm a Cheerleader!, or more recently, Saved!) Michael Tolkin's complex, enigmatic story takes it seriously; but at the same time, raises important and intelligent questions that every person who has seriously considered or questioned their religious belief must at one point or another examine... Can a person in the modern world have a genuine spiritual experience? Why are religious faith and institutions seemingly at odds with human nature? What is the relationship between guilt and salvation? And perhaps the most basic of all religious questions: How can God be good and worth believing in when there is so much evil and pain in the world? This haunting motion picture has an unforgettable ending that leaves us with more questions than answers. Devout religious people who are comfortable and free from doubt may not enjoy it, but most intelligent people who are willing to ask tough questions, sometimes without an easy or obvious answer, will be challenged and affected.",222,8,5,False
imdb_the_rapture_rhefner2002_20191210,The Rapture,IMDb,rhefner2002,2019-12-10,6,Thought provoking but flawed,"It took a lot of nerve to make this film. As a Christian (not an insane right wing evangelical), I have no problem with the subject matter. The early swinger sex scenes were distasteful but not gratuitous. I do have some logistical issues. Sharon's decision to go on a spiritual quest happens too quickly. She flip flops instantly from a sex addict to an evangelical. Also, the pearl and the young prophet were unnecessary and distracting. Sharon is clearly a mental case. Her major sinful act toward the end nails that, for sure. I suppose that her insanity adds to the drama, but it also kind of implies that Christians are crazy and deluded. But then, the Rapture actually occurs. The message is confusing. In spite of the movie's flaws, I credit director Michael Tolkin for his courage. The Rapture will surely stimulate conversation among its viewers, whether they be believers or not. Worth a watch, but not light entertainment!",160,2,4,False
